Ticker,2021 End,2022 End,2023 End,2024 End,1Y Prediction,2Y Prediction
MSFT,327.16204833984375,235.47569274902344,372.5019836425781,420.6565246582031,375.4170610528344,386.737524132061
MARA,32.86000061035156,3.4200000762939453,23.489999771118164,16.770000457763672,9.974196333848912,10.811814175193026
JNJ,155.5712432861328,164.86639404296875,150.72357177734375,143.4715576171875,163.59514641426986,165.2145255871897
KO,54.09749984741211,59.83700942993164,57.18352127075195,62.2599983215332,69.36323636243787,69.94552963254196
TSLA,352.260009765625,123.18000030517578,248.47999572753906,403.8399963378906,243.5931193585803,218.16755212476798
WMT,46.21625900268555,46.00188446044922,51.927589416503906,90.3499984741211,84.13975829362981,85.27032288046874
JPM,144.8371124267578,126.52794647216797,165.2792510986328,238.4783477783203,228.09297287328954,229.7707893452355
IBM,116.31150817871094,128.68353271484375,156.79933166503906,218.37515258789062,246.42263616354015,244.37961329697066
V,211.41404724121094,204.2159423828125,257.9410705566406,315.5091247558594,331.5628268371635,328.44617329123713
